Index,Order number,Tracking number,Product name,Quantity,Price,Date of order,Date of dispatch,Date delivered,Order status,Address
578,919-4681679-2364367,A741227967734,samsung,6,312.0,2024-11-25,2024-11-27,2024-12-05,Shipped,"George J, #188, S M Street, City Sub-urban, Cuttack , KA, 166585"
579,308-5635084-8293203,A686476833018,bocasal,8,22.99,2024-11-25,2024-11-25,2024-11-27,Out for Delivery,"Sumanata B, #128,  MG Road, City Rural, NamakKal, KA, 439053"
580,948-1919035-6600632,A156355340320,allewie,7,139.99,2024-11-25,2024-11-27,2024-12-01,Pending,"George J, #634, S M Street, City Sub-urban, Hyderabad, KA, 284574"
581,301-5689865-1045977,AMZN831641930551,kitdacnin,10,35.99,2024-11-25,2024-11-26,2024-11-27,Cancelled,"Nikhil G, #613, Laad Bazaar, City Rural, Cuttack , KL, 777245"
582,964-1423895-3942096,A185585097715,lee womens collection,6,25.01,2024-11-25,2024-11-25,2024-12-03,Out for Delivery,"Sahana, #649, Laad Bazaar, City Rural, NamakKal, OD, 381383"
583,829-8541992-3637463,TBA803106063505,cherokee scrubs mens child code,2,14.99,2024-11-25,2024-11-25,2024-12-02,Shipped,"Pallabi P, #420, Bajirao Road, City Urban, Hyderabad, KL, 790276"
584,120-2111029-5500035,A871316804920,zrlwive,9,29.69,2024-11-25,2024-11-27,2024-11-25,Out for Delivery,"George J, #933, Bajirao Road, City Urban, Cuttack , KA, 340028"
585,238-9557813-6140667,A269407726645,lybuorze,2,69.99,2024-11-25,2024-11-28,2024-12-01,Pending,"Anshul A, #775, Laad Bazaar, City Rural, Bangalore, KL, 386367"
586,491-6366789-8907423,AMZN462458017441,mtm,8,14.09,2024-11-25,2024-11-25,2024-12-05,Delivered,"Radhabaran M, #203, Bidyut Marg, City Rural, NamakKal, TN, 668419"
587,132-7619498-6565193,A114295531357,mosiyeef,2,13.59,2024-11-25,2024-11-27,2024-12-01,Pending,"Pallabi P, #192, Bidyut Marg, City Urban, Cuttack , TN, 620325"
588,740-3150778-4190608,TBA732145284261,aothia,6,18.95,2024-11-25,2024-11-27,2024-12-01,Out for Delivery,"Pallabi P, #768, S M Street, City Rural, Thiruvananthapuram, KA, 497343"
589,347-3530968-2776548,AMZN609779971235,d maxpider,8,92.89,2024-11-25,2024-11-25,2024-12-05,Pending,"Sahana, #528, S M Street, City Rural, Thiruvananthapuram, OD, 684231"
590,264-2879732-3006195,TBA211869660702,kreg,9,99.0,2024-11-25,2024-11-27,2024-12-01,Pending,"Sridhar K S, #904, Bajirao Road, City Rural, Thiruvananthapuram, OD, 124824"
591,522-3043026-5398674,TBA943762930421,liyera,2,139.99,2024-11-25,2024-11-28,2024-12-04,Pending,"George J, #809,  MG Road, City Rural, Thiruvananthapuram, OD, 271054"
592,949-3541883-9367231,TBA150607135747,blue buffalo,5,,2024-11-25,2024-11-27,2024-11-30,Delivered,"Radhabaran M, #145,  MG Road, City Urban, Bangalore, OD, 889519"
593,613-7277557-1241498,A378727679401,bling jewelry,2,34.99,2024-11-25,2024-11-28,2024-12-01,Delivered,"Sumanata B, #911, Laad Bazaar, City Rural, Cuttack , AP, 667040"
594,146-3673035-1766740,AMZN850657160613,vibratex,3,23.18,2024-11-25,2024-11-25,2024-11-27,Pending,"Sridhar K S, #969, S M Street, City Rural, NamakKal, OD, 614284"
595,208-9935947-4054157,TBA878042260747,fit fresh,5,14.48,2024-11-25,2024-11-28,2024-12-02,Pending,"Sridhar K S, #447, S M Street, City Sub-urban, Bangalore, AP, 299307"
596,527-9324625-5661058,A100627721987,rgo tools,10,102.91,2024-11-25,2024-11-26,2024-12-05,Cancelled,"Pallabi P, #10,  MG Road, City Sub-urban, Hyderabad, AP, 893684"
597,350-1685980-5750854,A608988236085,skechers,3,43.95,2024-11-25,2024-11-25,2024-11-29,Out for Delivery,"Nikhil G, #168, S M Street, City Sub-urban, Thiruvananthapuram, KL, 543022"
598,385-6261266-1397121,A325611255588,damonlight,8,11.99,2024-11-25,2024-11-26,2024-11-29,Out for Delivery,"Shantanu D, #507,  MG Road, City Urban, Bangalore, OD, 111435"
599,584-7536711-8749916,TBA213668640301,best choice products,3,139.98,2024-11-25,2024-11-26,2024-12-05,Pending,"Sahana, #456, Bajirao Road, City Urban, NamakKal, AP, 303944"
600,557-7681308-5291078,A300632057305,xyark,4,18.99,2024-11-25,2024-11-25,2024-11-28,Shipped,"Shantanu D, #457, Laad Bazaar, City Urban, Hyderabad, AP, 889734"
601,547-3493679-7419040,A177700264382,stonewall kitchen,6,13.19,2024-11-25,2024-11-28,2024-12-01,Out for Delivery,"Sahana, #561,  MG Road, City Rural, Bangalore, TN, 330889"
602,293-3439693-3994842,TBA793237029325,jingchengmei,9,43.99,2024-11-25,2024-11-27,2024-12-03,Delivered,"Sahana, #689, Bidyut Marg, City Rural, NamakKal, AP, 108054"
603,343-8164352-1747993,AMZN923764514089,olympia tools,6,14.99,2024-11-25,2024-11-26,2024-11-30,Cancelled,"Sridhar K S, #314, S M Street, City Sub-urban, NamakKal, OD, 993323"
604,969-6445782-5552034,A593164538454,woman within,9,29.99,2024-11-25,2024-11-27,2024-12-01,Delivered,"Anshul A, #519, S M Street, City Urban, Hyderabad, KA, 858960"
605,739-8572895-8124035,AMZN486784803557,curyidy,3,7.99,2024-11-25,2024-11-28,2024-12-02,Out for Delivery,"George J, #964,  MG Road, City Sub-urban, NamakKal, TN, 870908"
606,463-3454231-5882785,TBA966323747962,m maketheone,4,21.99,2024-11-25,2024-11-28,2024-12-03,Pending,"Pallabi P, #379, Bidyut Marg, City Rural, Bangalore, AP, 685562"
607,577-2615291-9912764,A984482864881,bestcat,5,7.99,2024-11-25,2024-11-26,2024-12-01,Shipped,"Shantanu D, #176, S M Street, City Urban, Bangalore, OD, 180402"
608,118-7665305-6834593,TBA941237917788,powerblanket,6,327.3,2024-11-25,2024-11-25,2024-12-01,Delivered,"Nikhil G, #912, Bidyut Marg, City Urban, Hyderabad, AP, 978772"
609,100-1085788-3263898,AMZN443739265327,park tool,9,16.95,2024-11-25,2024-11-26,2024-11-29,Shipped,"Anshul A, #862, Bajirao Road, City Sub-urban, Cuttack , OD, 416480"
610,979-2594676-5980983,TBA323957516456,uucovers,6,22.99,2024-11-25,2024-11-26,2024-12-05,Shipped,"Nikhil G, #904, S M Street, City Rural, Thiruvananthapuram, TN, 862516"
611,767-6714742-9787775,TBA923387572784,tornado,2,79.84,2024-11-25,2024-11-28,2024-12-03,Pending,"Anshul A, #290, Laad Bazaar, City Rural, Hyderabad, AP, 813782"
612,863-8875692-9916937,TBA308825051155,hydro flask,5,49.95,2024-11-25,2024-11-27,2024-11-26,Out for Delivery,"Sridhar K S, #799,  MG Road, City Rural, Bangalore, KL, 633495"
613,909-3865259-7732544,AMZN118904675243,poetic,10,18.95,2024-11-25,2024-11-26,2024-12-03,Out for Delivery,"Sridhar K S, #632, Bidyut Marg, City Sub-urban, Hyderabad, KA, 774545"
614,327-3960310-1499850,AMZN741755963121,loutytuo,2,37.89,2024-11-25,2024-11-25,2024-11-26,Out for Delivery,"Pallabi P, #633, Laad Bazaar, City Sub-urban, Bangalore, TN, 746576"
615,285-8225807-2408956,AMZN565008023829,athlio ltd,4,28.98,2024-11-25,2024-11-27,2024-11-27,Pending,"Anshul A, #928, Laad Bazaar, City Sub-urban, Thiruvananthapuram, TN, 785060"
616,171-7487629-5941545,A548812070366,kswiss,8,74.0,2024-11-25,2024-11-25,2024-11-27,Shipped,"Sahana, #519, Bajirao Road, City Sub-urban, Bangalore, KA, 928518"
617,306-9534600-9641795,AMZN364878149397,buttons galore and more,9,10.98,2024-11-25,2024-11-25,2024-11-27,Cancelled,"Sahana, #236, Bidyut Marg, City Sub-urban, NamakKal, KL, 384152"
618,835-4224479-4043626,TBA581618570261,reebok,7,48.14,2024-11-25,2024-11-25,2024-11-30,Cancelled,"Nikhil G, #795,  MG Road, City Urban, Cuttack , AP, 101505"
619,608-7000233-8570071,TBA190780257339,dewalt,2,339.0,2024-11-25,2024-11-25,2024-12-03,Delivered,"Nikhil G, #351,  MG Road, City Sub-urban, NamakKal, AP, 278384"
620,465-2073383-6832940,AMZN987913154922,mojoscend,7,22.09,2024-11-25,2024-11-28,2024-11-27,Pending,"Sumanata B, #867, S M Street, City Urban, Hyderabad, KA, 552710"
621,422-9757800-5988631,AMZN627247770776,hyomdeck,3,139.99,2024-11-25,2024-11-25,2024-12-05,Out for Delivery,"Radhabaran M, #368, Bidyut Marg, City Urban, Thiruvananthapuram, OD, 479267"
622,476-3962693-6399778,TBA128688818666,jasen,3,8.99,2024-11-25,2024-11-25,2024-12-05,Cancelled,"Sumanata B, #354,  MG Road, City Urban, NamakKal, AP, 129559"
623,939-7219338-5827674,A886272804023,vevor,10,43.99,2024-11-25,2024-11-25,2024-11-26,Delivered,"Sumanata B, #196,  MG Road, City Urban, Bangalore, AP, 887585"
624,928-6573743-4150779,AMZN131118478775,innova,2,20.95,2024-11-25,2024-11-25,2024-12-01,Delivered,"Pallabi P, #33,  MG Road, City Rural, NamakKal, TN, 687688"
625,756-6565985-4297455,AMZN860059903351,tuob,4,159.99,2024-11-25,2024-11-26,2024-12-03,Cancelled,"Radhabaran M, #977,  MG Road, City Rural, Thiruvananthapuram, AP, 369231"
626,703-9425831-8092850,TBA440637068935,nuloom,6,41.9,2024-11-25,2024-11-28,2024-12-02,Shipped,"Shantanu D, #129, Laad Bazaar, City Urban, NamakKal, OD, 423222"
627,358-2575384-7577216,A667722507564,enfbah,9,7.99,2024-11-25,2024-11-26,2024-11-26,Out for Delivery,"Sridhar K S, #119, Laad Bazaar, City Rural, Thiruvananthapuram, AP, 277753"
628,953-3210028-1535620,AMZN237159144589,kekuou,8,34.8,2024-11-25,2024-11-27,2024-11-25,Out for Delivery,"George J, #171,  MG Road, City Sub-urban, Thiruvananthapuram, AP, 744541"
629,698-4803234-5474425,AMZN122235468424,creality,7,299.0,2024-11-25,2024-11-25,2024-12-03,Cancelled,"Sahana, #727, Bajirao Road, City Urban, Cuttack , KL, 727826"
630,943-4694620-6075341,A675546614566,junsyoung,3,59.79,2024-11-25,2024-11-26,2024-12-03,Cancelled,"Radhabaran M, #720, Bidyut Marg, City Rural, NamakKal, KA, 499419"
631,684-4489911-6867601,TBA634097604939,bewishome,5,16.99,2024-11-25,2024-11-25,2024-11-25,Pending,"Anshul A, #145, S M Street, City Rural, Thiruvananthapuram, AP, 607182"
632,705-4754572-2989774,TBA255054687415,iris,9,28.04,2024-11-25,2024-11-28,2024-11-26,Out for Delivery,"George J, #48, S M Street, City Urban, Hyderabad, AP, 458596"
633,676-2718413-2031108,TBA562238077140,caseology,1,14.99,2024-11-25,2024-11-27,2024-12-04,Pending,"Anshul A, #947, Laad Bazaar, City Sub-urban, Bangalore, KL, 296862"
634,410-9588412-8451448,AMZN965432948267,exemplary gardens,6,25.48,2024-11-25,2024-11-27,2024-11-25,Shipped,"Sahana, #51,  MG Road, City Sub-urban, Bangalore, TN, 459526"
635,287-9280988-9513734,AMZN816334146316,soliocial,9,12.98,2024-11-25,2024-11-28,2024-11-30,Shipped,"Pallabi P, #969, S M Street, City Rural, Thiruvananthapuram, AP, 999355"
636,842-6845146-6377566,A818698935879,saimeun,10,14.99,2024-11-25,2024-11-27,2024-12-04,Pending,"Radhabaran M, #195, Bajirao Road, City Sub-urban, Hyderabad, KA, 917342"
637,933-5868701-8598882,A459830600391,millers forge,5,14.1,2024-11-25,2024-11-28,2024-12-01,Delivered,"George J, #583,  MG Road, City Rural, Hyderabad, AP, 201290"
638,240-9261071-8049536,AMZN633782919169,hanes ultimate baby,9,14.19,2024-11-25,2024-11-25,2024-12-03,Pending,"Nikhil G, #829, Bajirao Road, City Sub-urban, Cuttack , TN, 709816"
639,728-4318857-5150891,A264201955629,liinccra,4,13.99,2024-11-25,2024-11-28,2024-12-01,Delivered,"George J, #325, Bajirao Road, City Sub-urban, Bangalore, AP, 289683"
640,649-2966446-1717012,AMZN692930491311,defean,3,19.99,2024-11-25,2024-11-27,2024-12-02,Shipped,"Pallabi P, #633,  MG Road, City Urban, NamakKal, AP, 707490"
641,251-8702932-2194498,AMZN300178474117,slogento,7,16.97,2024-11-25,2024-11-25,2024-12-01,Out for Delivery,"Shantanu D, #64, S M Street, City Rural, Thiruvananthapuram, TN, 205765"
642,794-8277681-5539312,A848922001872,vaadi herbals,1,189.0,2024-11-25,2024-11-27,2024-11-26,Out for Delivery,"Radhabaran M, #188, Bajirao Road, City Urban, Thiruvananthapuram, KA, 845630"
643,941-7487447-2316586,TBA343638888971,kaya clinic,4,108.0,2024-11-25,2024-11-27,2024-12-02,Pending,"Shantanu D, #385, S M Street, City Sub-urban, Thiruvananthapuram, AP, 726752"
644,505-5770895-8188638,A917556266938,balega,9,13.32,2024-11-25,2024-11-27,2024-11-27,Shipped,"Shantanu D, #293, Laad Bazaar, City Sub-urban, NamakKal, OD, 242535"
645,853-1027857-1666045,A444869019894,champion sports,3,29.62,2024-11-25,2024-11-25,2024-12-01,Delivered,"Nikhil G, #866, Bidyut Marg, City Rural, NamakKal, KA, 440688"
646,919-2345825-6203569,A791082784782,trend,1,57.33,2024-11-25,2024-11-27,2024-11-25,Out for Delivery,"Sumanata B, #286, S M Street, City Rural, Hyderabad, KA, 249144"
647,552-5679319-7772882,TBA694144176374,vearter,2,11.19,2024-11-25,2024-11-26,2024-12-02,Cancelled,"Shantanu D, #820, Laad Bazaar, City Sub-urban, Thiruvananthapuram, TN, 727225"
648,187-9591620-7985208,TBA568728023099,gore wear,4,25.94,2024-11-25,2024-11-28,2024-11-30,Delivered,"Shantanu D, #129, S M Street, City Urban, Bangalore, KA, 439608"
649,508-8531544-7992956,A963748352855,paul sebastian,2,21.99,2024-11-25,2024-11-27,2024-11-25,Shipped,"Shantanu D, #924, Laad Bazaar, City Sub-urban, NamakKal, KA, 847487"
650,440-7848271-1137727,AMZN587555076787,old tree,9,299.0,2024-11-25,2024-11-25,2024-11-28,Pending,"Radhabaran M, #331, Bajirao Road, City Urban, NamakKal, TN, 512627"
651,303-9020799-2891817,TBA479007127410,ibenzer,6,15.99,2024-11-25,2024-11-26,2024-12-03,Delivered,"Sahana, #774, Laad Bazaar, City Urban, Hyderabad, KL, 147944"
652,686-6860748-9730433,AMZN910339883184,shadowline,9,45.92,2024-11-25,2024-11-26,2024-11-30,Pending,"George J, #394, S M Street, City Urban, NamakKal, KA, 283423"
653,590-8571733-1110084,AMZN421670637029,kswiss,5,59.99,2024-11-25,2024-11-26,2024-11-25,Shipped,"Pallabi P, #797, Bidyut Marg, City Rural, Bangalore, AP, 980294"
654,881-6069449-7419435,TBA342684693407,kenmore,9,259.9,2024-11-25,2024-11-26,2024-11-27,Pending,"Shantanu D, #502, Bidyut Marg, City Sub-urban, NamakKal, AP, 358714"
655,457-2459029-5285753,A572370977974,carhartt,2,19.99,2024-11-25,2024-11-27,2024-12-03,Shipped,"Sahana, #829, S M Street, City Urban, Hyderabad, KL, 354070"
656,158-8916062-4547202,TBA657868624688,presentime,3,13.99,2024-11-25,2024-11-28,2024-11-30,Pending,"Radhabaran M, #832,  MG Road, City Urban, Thiruvananthapuram, TN, 381107"
657,325-1572016-3929004,AMZN113342465846,under armour,2,59.95,2024-11-25,2024-11-26,2024-12-02,Cancelled,"George J, #785, S M Street, City Urban, Bangalore, AP, 134262"
658,597-8272176-5386004,A533900522858,resin teak,5,599.99,2024-11-25,2024-11-25,2024-12-04,Delivered,"Nikhil G, #323, Bajirao Road, City Sub-urban, Thiruvananthapuram, OD, 567760"
659,364-8578963-7950927,AMZN143213553056,trq,5,87.87,2024-11-25,2024-11-27,2024-12-01,Shipped,"Anshul A, #131, Bidyut Marg, City Urban, Cuttack , AP, 874819"
660,750-3771352-1385823,AMZN709647220661,avery,9,13.29,2024-11-25,2024-11-28,2024-11-26,Cancelled,"Anshul A, #203, Bajirao Road, City Rural, Bangalore, AP, 316981"
661,771-8351125-4290234,A986954649995,bbk,8,16.99,2024-11-25,2024-11-25,2024-12-02,Cancelled,"Anshul A, #288,  MG Road, City Urban, Cuttack , OD, 366491"
662,631-2794062-5000511,AMZN190684466685,p graham dunn,6,9.07,2024-11-25,2024-11-27,2024-12-04,Out for Delivery,"Sahana, #252, Bidyut Marg, City Sub-urban, Hyderabad, TN, 245904"
663,185-1399170-8803313,A168717057813,intimo,5,26.95,2024-11-25,2024-11-25,2024-12-04,Pending,"Nikhil G, #428,  MG Road, City Urban, Bangalore, TN, 421104"
664,333-5329699-7695910,AMZN340737533243,cando,9,27.3,2024-11-25,2024-11-26,2024-11-30,Out for Delivery,"Sridhar K S, #277,  MG Road, City Urban, Hyderabad, TN, 343514"
665,645-9051504-8955650,TBA895682815899,simplgirl,5,159.99,2024-11-25,2024-11-25,2024-12-02,Delivered,"Sridhar K S, #411,  MG Road, City Urban, Bangalore, KA, 379849"
666,967-3131793-3156807,TBA201586606669,beyove,1,21.99,2024-11-25,2024-11-25,2024-12-05,Delivered,"George J, #355, Laad Bazaar, City Urban, Hyderabad, AP, 967175"
667,369-8777805-8035828,A199049840058,new balance,2,43.03,2024-11-25,2024-11-25,2024-11-30,Delivered,"Sahana, #352,  MG Road, City Urban, Cuttack , OD, 903991"
668,575-3475702-6131011,TBA778536925632,glamorise,2,44.25,2024-11-25,2024-11-27,2024-12-03,Delivered,"Sumanata B, #796, Bidyut Marg, City Sub-urban, Hyderabad, KL, 283964"
669,693-8619429-5474847,AMZN782508910726,travelpro international inc,7,195.49,2024-11-25,2024-11-28,2024-11-29,Cancelled,"Sahana, #115, Laad Bazaar, City Urban, Cuttack , OD, 459758"
670,184-3988422-3516731,TBA511125819360,cline,3,8.98,2024-11-25,2024-11-25,2024-12-03,Shipped,"Nikhil G, #603, S M Street, City Urban, Bangalore, TN, 948975"
671,227-3466014-1549460,A961901655537,champion,2,24.95,2024-11-25,2024-11-25,2024-11-26,Out for Delivery,"Radhabaran M, #1, Laad Bazaar, City Sub-urban, NamakKal, TN, 209447"
672,863-4442104-2632684,A692010121900,ramsons,9,455.0,2024-11-25,2024-11-25,2024-11-25,Pending,"George J, #425, S M Street, City Sub-urban, NamakKal, OD, 732207"
673,101-2088414-8943416,TBA931533230282,johnson,6,25.43,2024-11-25,2024-11-26,2024-12-04,Out for Delivery,"Sumanata B, #647, Bajirao Road, City Rural, Thiruvananthapuram, KL, 272603"
674,835-2720965-1638182,AMZN158925041807,armitron,1,31.56,2024-11-25,2024-11-26,2024-11-25,Delivered,"Sahana, #831, Bajirao Road, City Urban, Thiruvananthapuram, KL, 213078"
675,876-8129741-6181978,A320596001647,nike,2,563.0,2024-11-25,2024-11-25,2024-12-04,Cancelled,"Sumanata B, #690, Laad Bazaar, City Sub-urban, NamakKal, KL, 172532"
676,592-8624542-9193510,AMZN547051940399,jo malone,3,60.52,2024-11-25,2024-11-26,2024-12-05,Cancelled,"Nikhil G, #945,  MG Road, City Sub-urban, NamakKal, TN, 239276"
677,659-9779927-5933992,AMZN365257386569,josmo,1,27.32,2024-11-25,2024-11-27,2024-11-26,Delivered,"Radhabaran M, #399, Laad Bazaar, City Rural, Bangalore, KL, 647290"
678,188-9158394-7881603,TBA546914804452,finish line,10,63.0,2024-11-25,2024-11-26,2024-12-05,Pending,"Pallabi P, #225, Bidyut Marg, City Urban, Hyderabad, OD, 554370"
679,416-5148261-5498749,TBA454411306151,rsvp international,9,13.91,2024-11-25,2024-11-27,2024-11-28,Out for Delivery,"Anshul A, #974, S M Street, City Sub-urban, Cuttack , KL, 741530"
680,386-8559815-6046844,AMZN249785361997,corsair,5,376.36,2024-11-25,2024-11-26,2024-11-28,Pending,"Sridhar K S, #880,  MG Road, City Urban, Bangalore, KA, 294892"
681,564-5800365-9335988,A359144294390,skechers,3,57.99,2024-11-25,2024-11-26,2024-12-03,Delivered,"Sumanata B, #115, Bidyut Marg, City Rural, NamakKal, KL, 803629"
682,192-9537007-6382518,A768860078588,fox racing,9,16.59,2024-11-25,2024-11-27,2024-11-27,Shipped,"George J, #238, Laad Bazaar, City Sub-urban, Hyderabad, KL, 715677"
683,215-4113725-3561518,TBA604826934430,gator,1,199.99,2024-11-25,2024-11-27,2024-12-05,Shipped,"Nikhil G, #545, Laad Bazaar, City Sub-urban, Thiruvananthapuram, TN, 753809"
684,249-5670071-1797236,AMZN205686102396,gesum,7,44.99,2024-11-25,2024-11-25,2024-12-01,Out for Delivery,"George J, #334, Bajirao Road, City Rural, Bangalore, TN, 982369"
685,531-2964379-6718473,AMZN694731099275,kingston brass,7,897.56,2024-11-25,2024-11-27,2024-12-05,Out for Delivery,"Pallabi P, #93,  MG Road, City Urban, Cuttack , TN, 876864"
686,533-6478977-9976581,TBA699492386318,quip,8,37.99,2024-11-25,2024-11-28,2024-11-30,Delivered,"Nikhil G, #982, Laad Bazaar, City Rural, Bangalore, KA, 531503"
687,920-8020272-9438221,AMZN537051327219,manic panic,6,11.94,2024-11-25,2024-11-26,2024-11-29,Delivered,"Anshul A, #216, Laad Bazaar, City Urban, NamakKal, KA, 385618"
688,495-8002573-2048410,TBA196331509385,fiebings,1,9.96,2024-11-25,2024-11-27,2024-12-03,Pending,"Sahana, #543, Bajirao Road, City Urban, NamakKal, OD, 585171"
689,292-7390715-2468094,AMZN119198895879,georgiapacific,2,147.7,2024-11-25,2024-11-26,2024-11-28,Out for Delivery,"Pallabi P, #97, S M Street, City Rural, Thiruvananthapuram, KL, 340536"
690,862-5172743-7434738,AMZN256441529148,scitoo,1,45.99,2024-11-25,2024-11-26,2024-11-25,Pending,"Sumanata B, #666, S M Street, City Urban, NamakKal, AP, 517575"
691,991-9705825-4086596,A806822577665,pulaixin,9,21.99,2024-11-25,2024-11-27,2024-11-28,Pending,"Anshul A, #903, Bidyut Marg, City Sub-urban, Hyderabad, KA, 674047"
692,799-9946181-5698577,TBA354355220368,skezn,6,12.99,2024-11-25,2024-11-25,2024-11-26,Shipped,"Shantanu D, #363,  MG Road, City Urban, Thiruvananthapuram, KA, 334843"
693,507-9718041-7522229,A519057056259,jetec,7,12.99,2024-11-25,2024-11-28,2024-12-03,Delivered,"Radhabaran M, #124, Bajirao Road, City Rural, Thiruvananthapuram, OD, 885756"
694,443-4348773-6479378,TBA620096066604,hickory hardware,6,4.73,2024-11-25,2024-11-27,2024-11-28,Delivered,"Sridhar K S, #180, Laad Bazaar, City Sub-urban, Bangalore, KL, 296125"
695,585-7736260-3032186,TBA635671798016,culmkari,10,89.99,2024-11-25,2024-11-25,2024-12-02,Out for Delivery,"Sridhar K S, #178, Bidyut Marg, City Urban, NamakKal, AP, 151000"
696,503-3710785-4774903,A233663973842,ge,2,13.02,2024-11-25,2024-11-27,2024-11-26,Cancelled,"Nikhil G, #275, S M Street, City Rural, Cuttack , KA, 769559"
697,429-6702819-4829992,TBA589572026568,vevor,2,28.99,2024-11-25,2024-11-27,2024-12-01,Out for Delivery,"Anshul A, #324,  MG Road, City Urban, Thiruvananthapuram, TN, 428220"
698,870-7665349-1196457,A378497179362,btfbm,6,16.99,2024-11-25,2024-11-28,2024-11-28,Pending,"Nikhil G, #800, Bajirao Road, City Urban, NamakKal, TN, 257492"
699,781-1511917-4522048,TBA306562626602,oakley,8,95.99,2024-11-25,2024-11-27,2024-12-02,Delivered,"Sahana, #910, Bidyut Marg, City Sub-urban, Cuttack , KL, 627576"
700,306-8112044-4732630,TBA703950234849,avia,7,36.76,2024-11-25,2024-11-25,2024-11-29,Delivered,"Pallabi P, #287, Laad Bazaar, City Rural, Bangalore, OD, 704573"
701,866-8500233-2787549,AMZN618070633963,yssoa,5,19.99,2024-11-25,2024-11-28,2024-12-03,Cancelled,"Sumanata B, #466,  MG Road, City Rural, Cuttack , AP, 410449"
702,517-2591318-5958573,A778308497576,ghkwxue,7,67.88,2024-11-25,2024-11-25,2024-11-30,Delivered,"Sumanata B, #736, Bidyut Marg, City Urban, Thiruvananthapuram, KL, 357088"
703,670-2051177-5655581,TBA262080816532,lvioe,2,29.99,2024-11-25,2024-11-28,2024-12-02,Delivered,"Radhabaran M, #480, Laad Bazaar, City Rural, NamakKal, KL, 137060"
704,492-3277208-9238454,TBA958556712503,funglam,1,12.99,2024-11-25,2024-11-25,2024-11-27,Cancelled,"Sahana, #479, Bajirao Road, City Rural, Hyderabad, OD, 879784"
705,390-6808704-3154228,A731968386186,judith august,7,17.0,2024-11-25,2024-11-28,2024-12-03,Cancelled,"Sahana, #854, Bidyut Marg, City Urban, Bangalore, KL, 478513"
706,786-6402873-8667783,A838663000002,team effort,6,11.53,2024-11-25,2024-11-27,2024-11-28,Delivered,"Sumanata B, #22, Laad Bazaar, City Sub-urban, Cuttack , TN, 130112"
707,378-6190188-4697965,TBA375226013491,kipling,1,67.18,2024-11-25,2024-11-27,2024-11-30,Shipped,"Sridhar K S, #282,  MG Road, City Sub-urban, Cuttack , KA, 421497"
708,244-6824648-4170772,AMZN573515477825,alegria,10,89.99,2024-11-25,2024-11-28,2024-12-04,Out for Delivery,"Shantanu D, #114, S M Street, City Urban, Hyderabad, KL, 456735"
709,828-2923061-3994096,AMZN107997957187,impactonlineprinting,4,16.99,2024-11-25,2024-11-25,2024-12-04,Delivered,"Sahana, #433, Bidyut Marg, City Urban, Bangalore, AP, 131143"
710,893-7563640-6167051,A390107973946,jiasuqi,3,9.99,2024-11-25,2024-11-26,2024-12-03,Out for Delivery,"Sridhar K S, #224, Bidyut Marg, City Urban, NamakKal, KA, 688915"
711,325-5780233-3411799,TBA135000945308,oopsu,6,15.99,2024-11-25,2024-11-26,2024-12-02,Pending,"Pallabi P, #732, Bajirao Road, City Sub-urban, Bangalore, KA, 166008"
712,244-8920959-7956065,A120048755569,mushie,2,7.99,2024-11-25,2024-11-25,2024-11-30,Delivered,"Sridhar K S, #115, Bidyut Marg, City Sub-urban, NamakKal, TN, 551819"
713,185-1054043-1062197,AMZN255902687986,westin,1,266.82,2024-11-25,2024-11-28,2024-12-03,Shipped,"George J, #968, Bajirao Road, City Rural, NamakKal, TN, 498730"
714,653-3762013-3620073,TBA772201443969,ytfggy,2,4.99,2024-11-25,2024-11-26,2024-11-26,Delivered,"George J, #660, S M Street, City Sub-urban, Cuttack , KA, 453670"
715,850-9523624-9454717,TBA370691727472,fruit of the loom,10,7.76,2024-11-25,2024-11-26,2024-12-02,Cancelled,"Radhabaran M, #238, Bajirao Road, City Sub-urban, Bangalore, KA, 564554"
716,189-5768475-2089449,AMZN245455269220,oshkosh bgosh,5,28.5,2024-11-25,2024-11-25,2024-11-25,Shipped,"Nikhil G, #975, Bidyut Marg, City Urban, NamakKal, AP, 415067"
717,586-2245093-6301653,AMZN804196218065,ohds,6,20.99,2024-11-25,2024-11-27,2024-11-26,Out for Delivery,"Sahana, #217, Bajirao Road, City Rural, Hyderabad, KL, 455857"
718,444-2187322-5553247,A973221157830,nautica,2,17.78,2024-11-25,2024-11-25,2024-12-03,Shipped,"Nikhil G, #166, Laad Bazaar, City Urban, Cuttack , AP, 538226"
719,258-5752249-1467752,A961423025196,lofbaz,4,11.49,2024-11-25,2024-11-28,2024-12-05,Shipped,"Radhabaran M, #124, S M Street, City Rural, Thiruvananthapuram, KL, 996231"
720,412-7714799-7921546,A560496434167,agmibrelr,10,34.89,2024-11-25,2024-11-25,2024-11-25,Out for Delivery,"Pallabi P, #443, Laad Bazaar, City Rural, Thiruvananthapuram, AP, 307648"
721,696-4724360-1912447,TBA228112496965,dr scholls shoes,1,31.19,2024-11-25,2024-11-28,2024-12-01,Cancelled,"Nikhil G, #679, Laad Bazaar, City Urban, Bangalore, KL, 631667"
722,638-6985597-8087730,AMZN250689610371,yakuna,10,9.99,2024-11-25,2024-11-27,2024-11-29,Cancelled,"Anshul A, #565, Bajirao Road, City Rural, Cuttack , KA, 791201"
